MMDDHH SIN_mg.cm3.h STP_oC SWC SWP_MPa pH
072619 0.0003531 30.1365 0.1963 -0.84653865 7.34
072620 0.0003531 30.1365 0.1963 -0.84653865 7.34
072621 0.0003531 30.1365 0.1963 -0.84653865 7.34
072622 0.0003531 30.1365 0.1963 -0.84653865 7.34
072623 0.0003531 30.1365 0.1963 -0.84653865 7.34
072624 0.0003531 30.1365 0.1963 -0.84653865 7.34
072701 0.0003366 29.712 0.1989 -0.79565455 7.34
072702 0.0003366 29.712 0.1989 -0.79565455 7.34
072703 0.0003366 29.712 0.1989 -0.79565455 7.34
072704 0.0003366 29.712 0.1989 -0.79565455 7.34
072705 0.0003366 29.712 0.1989 -0.79565455 7.34
072706 0.0003366 29.712 0.1989 -0.79565455 7.34
072707 0.0003366 29.712 0.1989 -0.79565455 7.34
072708 0.0003366 29.712 0.1989 -0.79565455 7.34
072709 0.0003366 29.712 0.1989 -0.79565455 7.34
072710 0.0003366 29.712 0.1989 -0.79565455 7.34
072711 0.0003366 29.712 0.1989 -0.79565455 7.34
072712 0.0003366 29.712 0.1989 -0.79565455 7.34
072713 0.0003366 29.712 0.1989 -0.79565455 7.34
072714 0.0003366 29.712 0.1989 -0.79565455 7.34
072715 0.0003366 29.712 0.1989 -0.79565455 7.34
072716 0.0003366 29.712 0.1989 -0.79565455 7.34
072717 0.0003366 29.712 0.1989 -0.79565455 7.34
072718 0.0003366 29.712 0.1989 -0.79565455 7.34
072719 0.0003366 29.712 0.1989 -0.79565455 7.34
072720 0.0003366 29.712 0.1989 -0.79565455 7.34
072721 0.0003366 29.712 0.1989 -0.79565455 7.34
072722 0.0003366 29.712 0.1989 -0.79565455 7.34
072723 0.0003366 29.712 0.1989 -0.79565455 7.34
072724 0.0003366 29.712 0.1989 -0.79565455 7.34
072801 0.00031945 29.732 0.20655 -0.7231572 7.34
072802 0.00031945 29.732 0.20655 -0.7231572 7.34
072803 0.00031945 29.732 0.20655 -0.7231572 7.34
072804 0.00031945 29.732 0.20655 -0.7231572 7.34
072805 0.00031945 29.732 0.20655 -0.7231572 7.34
072806 0.00031945 29.732 0.20655 -0.7231572 7.34
072807 0.00031945 29.732 0.20655 -0.7231572 7.34
072808 0.00031945 29.732 0.20655 -0.7231572 7.34
072809 0.00031945 29.732 0.20655 -0.7231572 7.34
072810 0.00031945 29.732 0.20655 -0.7231572 7.34
072811 0.00031945 29.732 0.20655 -0.7231572 7.34
072812 0.00031945 29.732 0.20655 -0.7231572 7.34
072813 0.00031945 29.732 0.20655 -0.7231572 7.34
072814 0.00031945 29.732 0.20655 -0.7231572 7.34
072815 0.00031945 29.732 0.20655 -0.7231572 7.34
072816 0.00031945 29.732 0.20655 -0.7231572 7.34
072817 0.00031945 29.732 0.20655 -0.7231572 7.34
072818 0.00031945 29.732 0.20655 -0.7231572 7.34
072819 0.00031945 29.732 0.20655 -0.7231572 7.34
072820 0.00031945 29.732 0.20655 -0.7231572 7.34
072821 0.00031945 29.732 0.20655 -0.7231572 7.34
072822 0.00031945 29.732 0.20655 -0.7231572 7.34
072823 0.00031945 29.732 0.20655 -0.7231572 7.34
072824 0.00031945 29.732 0.20655 -0.7231572 7.34
072901 0.00031945 29.498 0.20635 -0.71977575 7.34
072902 0.00031945 29.498 0.20635 -0.71977575 7.34
072903 0.00031945 29.498 0.20635 -0.71977575 7.34
072904 0.00031945 29.498 0.20635 -0.71977575 7.34
072905 0.00031945 29.498 0.20635 -0.71977575 7.34
072906 0.00031945 29.498 0.20635 -0.71977575 7.34
072907 0.00031945 29.498 0.20635 -0.71977575 7.34
072908 0.00031945 29.498 0.20635 -0.71977575 7.34
072909 0.00031945 29.498 0.20635 -0.71977575 7.34
072910 0.00031945 29.498 0.20635 -0.71977575 7.34
072911 0.00031945 29.498 0.20635 -0.71977575 7.34
072912 0.00031945 29.498 0.20635 -0.71977575 7.34
072913 0.00031945 29.498 0.20635 -0.71977575 7.34
072914 0.00031945 29.498 0.20635 -0.71977575 7.34
072915 0.00031945 29.498 0.20635 -0.71977575 7.34
072916 0.00031945 29.498 0.20635 -0.71977575 7.34
072917 0.00031945 29.498 0.20635 -0.71977575 7.34
072918 0.00031945 29.498 0.20635 -0.71977575 7.34
072919 0.00031945 29.498 0.20635 -0.71977575 7.34
072920 0.00031945 29.498 0.20635 -0.71977575 7.34
072921 0.00031945 29.498 0.20635 -0.71977575 7.34
072922 0.00031945 29.498 0.20635 -0.71977575 7.34
072923 0.00031945 29.498 0.20635 -0.71977575 7.34
072924 0.00031945 29.498 0.20635 -0.71977575 7.34
073001 0.00031945 29.3875 0.21145 -0.6400722 7.34
073002 0.00031945 29.3875 0.21145 -0.6400722 7.34
073003 0.00031945 29.3875 0.21145 -0.6400722 7.34
073004 0.00031945 29.3875 0.21145 -0.6400722 7.34
073005 0.00031945 29.3875 0.21145 -0.6400722 7.34
073006 0.00031945 29.3875 0.21145 -0.6400722 7.34
073007 0.00031945 29.3875 0.21145 -0.6400722 7.34
073008 0.00031945 29.3875 0.21145 -0.6400722 7.34
073009 0.00031945 29.3875 0.21145 -0.6400722 7.34
073010 0.00031945 29.3875 0.21145 -0.6400722 7.34
073011 0.00031945 29.3875 0.21145 -0.6400722 7.34
073012 0.00031945 29.3875 0.21145 -0.6400722 7.34
073013 0.00031945 29.3875 0.21145 -0.6400722 7.34
073014 0.00031945 29.3875 0.21145 -0.6400722 7.34
073015 0.00031945 29.3875 0.21145 -0.6400722 7.34
073016 0.00031945 29.3875 0.21145 -0.6400722 7.34
073017 0.00031945 29.3875 0.21145 -0.6400722 7.34
073018 0.00031945 29.3875 0.21145 -0.6400722 7.34
073019 0.00031945 29.3875 0.21145 -0.6400722 7.34
073020 0.00031945 29.3875 0.21145 -0.6400722 7.34
073021 0.00031945 29.3875 0.21145 -0.6400722 7.34
073022 0.00031945 29.3875 0.21145 -0.6400722 7.34
073023 0.00031945 29.3875 0.21145 -0.6400722 7.34
073024 0.00031945 29.3875 0.21145 -0.6400722 7.34
073101 0.00031945 29.6055 0.21395 -0.6529955 7.34
073102 0.00031945 29.6055 0.21395 -0.6529955 7.34
073103 0.00031945 29.6055 0.21395 -0.6529955 7.34
073104 0.00031945 29.6055 0.21395 -0.6529955 7.34
073105 0.00031945 29.6055 0.21395 -0.6529955 7.34
073106 0.00031945 29.6055 0.21395 -0.6529955 7.34
073107 0.00031945 29.6055 0.21395 -0.6529955 7.34
073108 0.00031945 29.6055 0.21395 -0.6529955 7.34
073109 0.00031945 29.6055 0.21395 -0.6529955 7.34
073110 0.00031945 29.6055 0.21395 -0.6529955 7.34
073111 0.00031945 29.6055 0.21395 -0.6529955 7.34
073112 0.00031945 29.6055 0.21395 -0.6529955 7.34
073113 0.00031945 29.6055 0.21395 -0.6529955 7.34
073114 0.00031945 29.6055 0.21395 -0.6529955 7.34
073115 0.00031945 29.6055 0.21395 -0.6529955 7.34
073116 0.00031945 29.6055 0.21395 -0.6529955 7.34
073117 0.00031945 29.6055 0.21395 -0.6529955 7.34
073118 0.00031945 29.6055 0.21395 -0.6529955 7.34
073119 0.00031945 29.6055 0.21395 -0.6529955 7.34
073120 0.00031945 29.6055 0.21395 -0.6529955 7.34
073121 0.00031945 29.6055 0.21395 -0.6529955 7.34
073122 0.00031945 29.6055 0.21395 -0.6529955 7.34
073123 0.00031945 29.6055 0.21395 -0.6529955 7.34
073124 0.00031945 29.6055 0.21395 -0.6529955 7.34
080101 0.00031945 29.965 0.2033 -0.8239797 7.34
080102 0.00031945 29.965 0.2033 -0.8239797 7.34
080103 0.00031945 29.965 0.2033 -0.8239797 7.34
080104 0.00031945 29.965 0.2033 -0.8239797 7.34
080105 0.00031945 29.965 0.2033 -0.8239797 7.34
080106 0.00031945 29.965 0.2033 -0.8239797 7.34
080107 0.00031945 29.965 0.2033 -0.8239797 7.34
080108 0.00031945 29.965 0.2033 -0.8239797 7.34
080109 0.00031945 29.965 0.2033 -0.8239797 7.34
080110 0.00031945 29.965 0.2033 -0.8239797 7.34
080111 0.00031945 29.965 0.2033 -0.8239797 7.34
080112 0.00031945 29.965 0.2033 -0.8239797 7.34
080113 0.00031945 29.965 0.2033 -0.8239797 7.34
080114 0.00031945 29.965 0.2033 -0.8239797 7.34
080115 0.00031945 29.965 0.2033 -0.8239797 7.34
080116 0.00031945 29.965 0.2033 -0.8239797 7.34
080117 0.00031945 29.965 0.2033 -0.8239797 7.34
080118 0.00031945 29.965 0.2033 -0.8239797 7.34
080119 0.00031945 29.965 0.2033 -0.8239797 7.34
080120 0.00031945 29.965 0.2033 -0.8239797 7.34
080121 0.00031945 29.965 0.2033 -0.8239797 7.34
080122 0.00031945 29.965 0.2033 -0.8239797 7.34
080123 0.00031945 29.965 0.2033 -0.8239797 7.34
080124 0.00031945 29.965 0.2033 -0.8239797 7.34
080201 0.00031945 30.014 0.2057 -0.71493505 7.34
080202 0.00031945 30.014 0.2057 -0.71493505 7.34
080203 0.00031945 30.014 0.2057 -0.71493505 7.34
080204 0.00031945 30.014 0.2057 -0.71493505 7.34
080205 0.00031945 30.014 0.2057 -0.71493505 7.34
080206 0.00031945 30.014 0.2057 -0.71493505 7.34
080207 0.00031945 30.014 0.2057 -0.71493505 7.34
080208 0.00031945 30.014 0.2057 -0.71493505 7.34
080209 0.00031945 30.014 0.2057 -0.71493505 7.34
080210 0.00031945 30.014 0.2057 -0.71493505 7.34
080211 0.00031945 30.014 0.2057 -0.71493505 7.34
080212 0.00031945 30.014 0.2057 -0.71493505 7.34
080213 0.00031945 30.014 0.2057 -0.71493505 7.34
080214 0.00031945 30.014 0.2057 -0.71493505 7.34
080215 0.00031945 30.014 0.2057 -0.71493505 7.34
080216 0.00031945 30.014 0.2057 -0.71493505 7.34
080217 0.00031945 30.014 0.2057 -0.71493505 7.34
080218 0.00031945 30.014 0.2057 -0.71493505 7.34
080219 0.00031945 30.014 0.2057 -0.71493505 7.34
080220 0.00031945 30.014 0.2057 -0.71493505 7.34
080221 0.00031945 30.014 0.2057 -0.71493505 7.34
080222 0.00031945 30.014 0.2057 -0.71493505 7.34
080223 0.00031945 30.014 0.2057 -0.71493505 7.34
080224 0.00031945 30.014 0.2057 -0.71493505 7.34
080301 0.00031945 29.9855 0.2015 -0.7519835 7.34
080302 0.00031945 29.9855 0.2015 -0.7519835 7.34
080303 0.00031945 29.9855 0.2015 -0.7519835 7.34
080304 0.00031945 29.9855 0.2015 -0.7519835 7.34
080305 0.00031945 29.9855 0.2015 -0.7519835 7.34
080306 0.00031945 29.9855 0.2015 -0.7519835 7.34
080307 0.00031945 29.9855 0.2015 -0.7519835 7.34
080308 0.00031945 29.9855 0.2015 -0.7519835 7.34
080309 0.00031945 29.9855 0.2015 -0.7519835 7.34
080310 0.00031945 29.9855 0.2015 -0.7519835 7.34
080311 0.00031945 29.9855 0.2015 -0.7519835 7.34
080312 0.00031945 29.9855 0.2015 -0.7519835 7.34
080313 0.00031945 29.9855 0.2015 -0.7519835 7.34
080314 0.00031945 29.9855 0.2015 -0.7519835 7.34
080315 0.00031945 29.9855 0.2015 -0.7519835 7.34
080316 0.00031945 29.9855 0.2015 -0.7519835 7.34
080317 0.00031945 29.9855 0.2015 -0.7519835 7.34
080318 0.00031945 29.9855 0.2015 -0.7519835 7.34
080319 0.00031945 29.9855 0.2015 -0.7519835 7.34
080320 0.00031945 29.9855 0.2015 -0.7519835 7.34
080321 0.00031945 29.9855 0.2015 -0.7519835 7.34
080322 0.00031945 29.9855 0.2015 -0.7519835 7.34
080323 0.00031945 29.9855 0.2015 -0.7519835 7.34
080324 0.00031945 29.9855 0.2015 -0.7519835 7.34
080401 0.0003049 30.1795 0.20215 -0.74921965 7.34
080402 0.0003049 30.1795 0.20215 -0.74921965 7.34
080403 0.0003049 30.1795 0.20215 -0.74921965 7.34
080404 0.0003049 30.1795 0.20215 -0.74921965 7.34
080405 0.0003049 30.1795 0.20215 -0.74921965 7.34
080406 0.0003049 30.1795 0.20215 -0.74921965 7.34
080407 0.0003049 30.1795 0.20215 -0.74921965 7.34
080408 0.0003049 30.1795 0.20215 -0.74921965 7.34
080409 0.0003049 30.1795 0.20215 -0.74921965 7.34
080410 0.0003049 30.1795 0.20215 -0.74921965 7.34
080411 0.0003049 30.1795 0.20215 -0.74921965 7.34
080412 0.0003049 30.1795 0.20215 -0.74921965 7.34
080413 0.0003049 30.1795 0.20215 -0.74921965 7.34
080414 0.0003049 30.1795 0.20215 -0.74921965 7.34
080415 0.0003049 30.1795 0.20215 -0.74921965 7.34
080416 0.0003049 30.1795 0.20215 -0.74921965 7.34
080417 0.0003049 30.1795 0.20215 -0.74921965 7.34
080418 0.0003049 30.1795 0.20215 -0.74921965 7.34
080419 0.0003049 30.1795 0.20215 -0.74921965 7.34
080420 0.0003049 30.1795 0.20215 -0.74921965 7.34
080421 0.0003049 30.1795 0.20215 -0.74921965 7.34
080422 0.0003049 30.1795 0.20215 -0.74921965 7.34
080423 0.0003049 30.1795 0.20215 -0.74921965 7.34
080424 0.0003049 30.1795 0.20215 -0.74921965 7.34
080501 0.0002954 30.589 0.19915 -0.76029405 7.34
080502 0.0002954 30.589 0.19915 -0.76029405 7.34
080503 0.0002954 30.589 0.19915 -0.76029405 7.34
080504 0.0002954 30.589 0.19915 -0.76029405 7.34
080505 0.0002954 30.589 0.19915 -0.76029405 7.34
080506 0.0002954 30.589 0.19915 -0.76029405 7.34
080507 0.0002954 30.589 0.19915 -0.76029405 7.34
080508 0.0002954 30.589 0.19915 -0.76029405 7.34
080509 0.0002954 30.589 0.19915 -0.76029405 7.34
080510 0.0002954 30.589 0.19915 -0.76029405 7.34
080511 0.0002954 30.589 0.19915 -0.76029405 7.34
080512 0.0002954 30.589 0.19915 -0.76029405 7.34
080513 0.0002954 30.589 0.19915 -0.76029405 7.34
080514 0.0002954 30.589 0.19915 -0.76029405 7.34
080515 0.0002954 30.589 0.19915 -0.76029405 7.34
080516 0.0002954 30.589 0.19915 -0.76029405 7.34
080517 0.0002954 30.589 0.19915 -0.76029405 7.34
080518 0.0002954 30.589 0.19915 -0.76029405 7.34
080519 0.0002954 30.589 0.19915 -0.76029405 7.34
080520 0.0002954 30.589 0.19915 -0.76029405 7.34
080521 0.0002954 30.589 0.19915 -0.76029405 7.34
080522 0.0002954 30.589 0.19915 -0.76029405 7.34
080523 0.0002954 30.589 0.19915 -0.76029405 7.34
080524 0.0002954 30.589 0.19915 -0.76029405 7.34
080601 0.0002954 30.5905 0.1957 -0.7985808 7.34
080602 0.0002954 30.5905 0.1957 -0.7985808 7.34
080603 0.0002954 30.5905 0.1957 -0.7985808 7.34
080604 0.0002954 30.5905 0.1957 -0.7985808 7.34
080605 0.0002954 30.5905 0.1957 -0.7985808 7.34
080606 0.0002954 30.5905 0.1957 -0.7985808 7.34
080607 0.0002954 30.5905 0.1957 -0.7985808 7.34
080608 0.0002954 30.5905 0.1957 -0.7985808 7.34
080609 0.0002954 30.5905 0.1957 -0.7985808 7.34
080610 0.0002954 30.5905 0.1957 -0.7985808 7.34
080611 0.0002954 30.5905 0.1957 -0.7985808 7.34
080612 0.0002954 30.5905 0.1957 -0.7985808 7.34
080613 0.0002954 30.5905 0.1957 -0.7985808 7.34
080614 0.0002954 30.5905 0.1957 -0.7985808 7.34
080615 0.0002954 30.5905 0.1957 -0.7985808 7.34
080616 0.0002954 30.5905 0.1957 -0.7985808 7.34
080617 0.0002954 30.5905 0.1957 -0.7985808 7.34
080618 0.0002954 30.5905 0.1957 -0.7985808 7.34
080619 0.0002954 30.5905 0.1957 -0.7985808 7.34
080620 0.0002954 30.5905 0.1957 -0.7985808 7.34
080621 0.0002954 30.5905 0.1957 -0.7985808 7.34
080622 0.0002954 30.5905 0.1957 -0.7985808 7.34
080623 0.0002954 30.5905 0.1957 -0.7985808 7.34
080624 0.0002954 30.5905 0.1957 -0.7985808 7.34
080701 0.0002954 30.5235 0.1915 -0.89677085 7.34
080702 0.0002954 30.5235 0.1915 -0.89677085 7.34
080703 0.0002954 30.5235 0.1915 -0.89677085 7.34
080704 0.0002954 30.5235 0.1915 -0.89677085 7.34
080705 0.0002954 30.5235 0.1915 -0.89677085 7.34
080706 0.0002954 30.5235 0.1915 -0.89677085 7.34
080707 0.0002954 30.5235 0.1915 -0.89677085 7.34
080708 0.0002954 30.5235 0.1915 -0.89677085 7.34
080709 0.0002954 30.5235 0.1915 -0.89677085 7.34
080710 0.0002954 30.5235 0.1915 -0.89677085 7.34
080711 0.0002954 30.5235 0.1915 -0.89677085 7.34
080712 0.0002954 30.5235 0.1915 -0.89677085 7.34
080713 0.0002954 30.5235 0.1915 -0.89677085 7.34
080714 0.0002954 30.5235 0.1915 -0.89677085 7.34
080715 0.0002954 30.5235 0.1915 -0.89677085 7.34
080716 0.0002954 30.5235 0.1915 -0.89677085 7.34
080717 0.0002954 30.5235 0.1915 -0.89677085 7.34
080718 0.0002954 30.5235 0.1915 -0.89677085 7.34
080719 0.0002954 30.5235 0.1915 -0.89677085 7.34
080720 0.0002954 30.5235 0.1915 -0.89677085 7.34
080721 0.0002954 30.5235 0.1915 -0.89677085 7.34
080722 0.0002954 30.5235 0.1915 -0.89677085 7.34
080723 0.0002954 30.5235 0.1915 -0.89677085 7.34
080724 0.0002954 30.5235 0.1915 -0.89677085 7.34
080801 0.0002954 30.4025 0.19025 -0.96486385 7.34
080802 0.0002954 30.4025 0.19025 -0.96486385 7.34
080803 0.0002954 30.4025 0.19025 -0.96486385 7.34
080804 0.0002954 30.4025 0.19025 -0.96486385 7.34
080805 0.0002954 30.4025 0.19025 -0.96486385 7.34
080806 0.0002954 30.4025 0.19025 -0.96486385 7.34
080807 0.0002954 30.4025 0.19025 -0.96486385 7.34
080808 0.0002954 30.4025 0.19025 -0.96486385 7.34
080809 0.0002954 30.4025 0.19025 -0.96486385 7.34
080810 0.0002954 30.4025 0.19025 -0.96486385 7.34
080811 0.0002954 30.4025 0.19025 -0.96486385 7.34
080812 0.0002954 30.4025 0.19025 -0.96486385 7.34
080813 0.0002954 30.4025 0.19025 -0.96486385 7.34
080814 0.0002954 30.4025 0.19025 -0.96486385 7.34
080815 0.0002954 30.4025 0.19025 -0.96486385 7.34
080816 0.0002954 30.4025 0.19025 -0.96486385 7.34
080817 0.0002954 30.4025 0.19025 -0.96486385 7.34
080818 0.0002954 30.4025 0.19025 -0.96486385 7.34
080819 0.0002954 30.4025 0.19025 -0.96486385 7.34
080820 0.0002954 30.4025 0.19025 -0.96486385 7.34
080821 0.0002954 30.4025 0.19025 -0.96486385 7.34
080822 0.0002954 30.4025 0.19025 -0.96486385 7.34
080823 0.0002954 30.4025 0.19025 -0.96486385 7.34
080824 0.0002954 30.4025 0.19025 -0.96486385 7.34
080901 0.0002954 30.475 0.18845 -1.01199535 7.34
080902 0.0002954 30.475 0.18845 -1.01199535 7.34
080903 0.0002954 30.475 0.18845 -1.01199535 7.34
080904 0.0002954 30.475 0.18845 -1.01199535 7.34
080905 0.0002954 30.475 0.18845 -1.01199535 7.34
080906 0.0002954 30.475 0.18845 -1.01199535 7.34
080907 0.0002954 30.475 0.18845 -1.01199535 7.34
080908 0.0002954 30.475 0.18845 -1.01199535 7.34
080909 0.0002954 30.475 0.18845 -1.01199535 7.34
080910 0.0002954 30.475 0.18845 -1.01199535 7.34
080911 0.0002954 30.475 0.18845 -1.01199535 7.34
080912 0.0002954 30.475 0.18845 -1.01199535 7.34
080913 0.0002954 30.475 0.18845 -1.01199535 7.34
080914 0.0002954 30.475 0.18845 -1.01199535 7.34
080915 0.0002954 30.475 0.18845 -1.01199535 7.34
080916 0.0002954 30.475 0.18845 -1.01199535 7.34
080917 0.0002954 30.475 0.18845 -1.01199535 7.34
080918 0.0002954 30.475 0.18845 -1.01199535 7.34
080919 0.0002954 30.475 0.18845 -1.01199535 7.34
080920 0.0002954 30.475 0.18845 -1.01199535 7.34
080921 0.0002954 30.475 0.18845 -1.01199535 7.34
080922 0.0002954 30.475 0.18845 -1.01199535 7.34
080923 0.0002954 30.475 0.18845 -1.01199535 7.34
080924 0.0002954 30.475 0.18845 -1.01199535 7.34
081001 0.0002954 30.103 0.1842 -1.0395752 7.34
081002 0.0002954 30.103 0.1842 -1.0395752 7.34
081003 0.0002954 30.103 0.1842 -1.0395752 7.34
081004 0.0002954 30.103 0.1842 -1.0395752 7.34
081005 0.0002954 30.103 0.1842 -1.0395752 7.34
081006 0.0002954 30.103 0.1842 -1.0395752 7.34
081007 0.0002954 30.103 0.1842 -1.0395752 7.34
081008 0.0002954 30.103 0.1842 -1.0395752 7.34
081009 0.0002954 30.103 0.1842 -1.0395752 7.34
081010 0.0002954 30.103 0.1842 -1.0395752 7.34
081011 0.0002954 30.103 0.1842 -1.0395752 7.34
081012 0.0002954 30.103 0.1842 -1.0395752 7.34
081013 0.0002954 30.103 0.1842 -1.0395752 7.34
081014 0.0002954 30.103 0.1842 -1.0395752 7.34
081015 0.0002954 30.103 0.1842 -1.0395752 7.34
081016 0.0002954 30.103 0.1842 -1.0395752 7.34
081017 0.0002954 30.103 0.1842 -1.0395752 7.34
081018 0.0002954 30.103 0.1842 -1.0395752 7.34
081019 0.0002954 30.103 0.1842 -1.0395752 7.34
081020 0.0002954 30.103 0.1842 -1.0395752 7.34
081021 0.0002954 30.103 0.1842 -1.0395752 7.34
081022 0.0002954 30.103 0.1842 -1.0395752 7.34
081023 0.0002954 30.103 0.1842 -1.0395752 7.34
081024 0.0002954 30.103 0.1842 -1.0395752 7.34
081101 0.0002954 29.6055 0.18975 -0.93943175 7.34
081102 0.0002954 29.6055 0.18975 -0.93943175 7.34
081103 0.0002954 29.6055 0.18975 -0.93943175 7.34
081104 0.0002954 29.6055 0.18975 -0.93943175 7.34
081105 0.0002954 29.6055 0.18975 -0.93943175 7.34
081106 0.0002954 29.6055 0.18975 -0.93943175 7.34
081107 0.0002954 29.6055 0.18975 -0.93943175 7.34
081108 0.0002954 29.6055 0.18975 -0.93943175 7.34
081109 0.0002954 29.6055 0.18975 -0.93943175 7.34
081110 0.0002954 29.6055 0.18975 -0.93943175 7.34
081111 0.0002954 29.6055 0.18975 -0.93943175 7.34
081112 0.0002954 29.6055 0.18975 -0.93943175 7.34
081113 0.0002954 29.6055 0.18975 -0.93943175 7.34
081114 0.0002954 29.6055 0.18975 -0.93943175 7.34
081115 0.0002954 29.6055 0.18975 -0.93943175 7.34
081116 0.0002954 29.6055 0.18975 -0.93943175 7.34
081117 0.0002954 29.6055 0.18975 -0.93943175 7.34
081118 0.0002954 29.6055 0.18975 -0.93943175 7.34
081119 0.0002954 29.6055 0.18975 -0.93943175 7.34
081120 0.0002954 29.6055 0.18975 -0.93943175 7.34
081121 0.0002954 29.6055 0.18975 -0.93943175 7.34
081122 0.0002954 29.6055 0.18975 -0.93943175 7.34
081123 0.0002954 29.6055 0.18975 -0.93943175 7.34
081124 0.0002954 29.6055 0.18975 -0.93943175 7.34
081201 0.0002843 29.472 0.1964 -0.8062776 7.34
081202 0.0002843 29.472 0.1964 -0.8062776 7.34
081203 0.0002843 29.472 0.1964 -0.8062776 7.34
081204 0.0002843 29.472 0.1964 -0.8062776 7.34
081205 0.0002843 29.472 0.1964 -0.8062776 7.34
081206 0.0002843 29.472 0.1964 -0.8062776 7.34
081207 0.0002843 29.472 0.1964 -0.8062776 7.34
081208 0.0002843 29.472 0.1964 -0.8062776 7.34
081209 0.0002843 29.472 0.1964 -0.8062776 7.34
081210 0.0002843 29.472 0.1964 -0.8062776 7.34
081211 0.0002843 29.472 0.1964 -0.8062776 7.34
081212 0.0002843 29.472 0.1964 -0.8062776 7.34
081213 0.0002843 29.472 0.1964 -0.8062776 7.34
081214 0.0002843 29.472 0.1964 -0.8062776 7.34
081215 0.0002843 29.472 0.1964 -0.8062776 7.34
081216 0.0002843 29.472 0.1964 -0.8062776 7.34
081217 0.0002843 29.472 0.1964 -0.8062776 7.34
081218 0.0002843 29.472 0.1964 -0.8062776 7.34
081219 0.0002843 29.472 0.1964 -0.8062776 7.34
081220 0.0002843 29.472 0.1964 -0.8062776 7.34
081221 0.0002843 29.472 0.1964 -0.8062776 7.34
081222 0.0002843 29.472 0.1964 -0.8062776 7.34
081223 0.0002843 29.472 0.1964 -0.8062776 7.34
081224 0.0002843 29.472 0.1964 -0.8062776 7.34
081301 0.0002642 28.8695 0.20035 -0.7757717 7.34
081302 0.0002642 28.8695 0.20035 -0.7757717 7.34
081303 0.0002642 28.8695 0.20035 -0.7757717 7.34
081304 0.0002642 28.8695 0.20035 -0.7757717 7.34
081305 0.0002642 28.8695 0.20035 -0.7757717 7.34
081306 0.0002642 28.8695 0.20035 -0.7757717 7.34
081307 0.0002642 28.8695 0.20035 -0.7757717 7.34
081308 0.0002642 28.8695 0.20035 -0.7757717 7.34
081309 0.0002642 28.8695 0.20035 -0.7757717 7.34
081310 0.0002642 28.8695 0.20035 -0.7757717 7.34
081311 0.0002642 28.8695 0.20035 -0.7757717 7.34
081312 0.0002642 28.8695 0.20035 -0.7757717 7.34
081313 0.0002642 28.8695 0.20035 -0.7757717 7.34
081314 0.0002642 28.8695 0.20035 -0.7757717 7.34
081315 0.0002642 28.8695 0.20035 -0.7757717 7.34
081316 0.0002642 28.8695 0.20035 -0.7757717 7.34
081317 0.0002642 28.8695 0.20035 -0.7757717 7.34
081318 0.0002642 28.8695 0.20035 -0.7757717 7.34
081319 0.0002642 28.8695 0.20035 -0.7757717 7.34
081320 0.0002642 28.8695 0.20035 -0.7757717 7.34
081321 0.0002642 28.8695 0.20035 -0.7757717 7.34
081322 0.0002642 28.8695 0.20035 -0.7757717 7.34
081323 0.0002642 28.8695 0.20035 -0.7757717 7.34
081324 0.0002642 28.8695 0.20035 -0.7757717 7.34
081401 0.0002642 28.4355 0.2047 -0.72491545 7.34
081402 0.0002642 28.4355 0.2047 -0.72491545 7.34
081403 0.0002642 28.4355 0.2047 -0.72491545 7.34
081404 0.0002642 28.4355 0.2047 -0.72491545 7.34
081405 0.0002642 28.4355 0.2047 -0.72491545 7.34
081406 0.0002642 28.4355 0.2047 -0.72491545 7.34
081407 0.0002642 28.4355 0.2047 -0.72491545 7.34
081408 0.0002642 28.4355 0.2047 -0.72491545 7.34
081409 0.0002642 28.4355 0.2047 -0.72491545 7.34
081410 0.0002642 28.4355 0.2047 -0.72491545 7.34
081411 0.0002642 28.4355 0.2047 -0.72491545 7.34
081412 0.0002642 28.4355 0.2047 -0.72491545 7.34
081413 0.0002642 28.4355 0.2047 -0.72491545 7.34
081414 0.0002642 28.4355 0.2047 -0.72491545 7.34
081415 0.0002642 28.4355 0.2047 -0.72491545 7.34
081416 0.0002642 28.4355 0.2047 -0.72491545 7.34
081417 0.0002642 28.4355 0.2047 -0.72491545 7.34
081418 0.0002642 28.4355 0.2047 -0.72491545 7.34
081419 0.0002642 28.4355 0.2047 -0.72491545 7.34
081420 0.0002642 28.4355 0.2047 -0.72491545 7.34
081421 0.0002642 28.4355 0.2047 -0.72491545 7.34
081422 0.0002642 28.4355 0.2047 -0.72491545 7.34
081423 0.0002642 28.4355 0.2047 -0.72491545 7.34
081424 0.0002642 28.4355 0.2047 -0.72491545 7.34
081501 0.0002642 28.821 0.19745 -37.6945105 7.34
081502 0.0002642 28.821 0.19745 -37.6945105 7.34
081503 0.0002642 28.821 0.19745 -37.6945105 7.34
081504 0.0002642 28.821 0.19745 -37.6945105 7.34
081505 0.0002642 28.821 0.19745 -37.6945105 7.34
081506 0.0002642 28.821 0.19745 -37.6945105 7.34
081507 0.0002642 28.821 0.19745 -37.6945105 7.34
081508 0.0002642 28.821 0.19745 -37.6945105 7.34
081509 0.0002642 28.821 0.19745 -37.6945105 7.34
081510 0.0002642 28.821 0.19745 -37.6945105 7.34
081511 0.0002642 28.821 0.19745 -37.6945105 7.34
