MMDDHH SIN_mg.cm3.h STP_oC SWC SWP_MPa pH
021416 2.065e-05 6.513 0.2885 -0.1308491 7.34
021417 2.065e-05 6.513 0.2885 -0.1308491 7.34
021418 2.065e-05 6.513 0.2885 -0.1308491 7.34
021419 2.065e-05 6.513 0.2885 -0.1308491 7.34
021420 2.065e-05 6.513 0.2885 -0.1308491 7.34
021421 2.065e-05 6.513 0.2885 -0.1308491 7.34
021422 2.065e-05 6.513 0.2885 -0.1308491 7.34
021423 2.065e-05 6.513 0.2885 -0.1308491 7.34
021424 2.065e-05 6.513 0.2885 -0.1308491 7.34
021501 2.065e-05 6.4305 0.2945 -0.111376 7.34
021502 2.065e-05 6.4305 0.2945 -0.111376 7.34
021503 2.065e-05 6.4305 0.2945 -0.111376 7.34
021504 2.065e-05 6.4305 0.2945 -0.111376 7.34
021505 2.065e-05 6.4305 0.2945 -0.111376 7.34
021506 2.065e-05 6.4305 0.2945 -0.111376 7.34
021507 2.065e-05 6.4305 0.2945 -0.111376 7.34
021508 2.065e-05 6.4305 0.2945 -0.111376 7.34
021509 2.065e-05 6.4305 0.2945 -0.111376 7.34
021510 2.065e-05 6.4305 0.2945 -0.111376 7.34
021511 2.065e-05 6.4305 0.2945 -0.111376 7.34
021512 2.065e-05 6.4305 0.2945 -0.111376 7.34
021513 2.065e-05 6.4305 0.2945 -0.111376 7.34
021514 2.065e-05 6.4305 0.2945 -0.111376 7.34
021515 2.065e-05 6.4305 0.2945 -0.111376 7.34
021516 2.065e-05 6.4305 0.2945 -0.111376 7.34
021517 2.065e-05 6.4305 0.2945 -0.111376 7.34
021518 2.065e-05 6.4305 0.2945 -0.111376 7.34
021519 2.065e-05 6.4305 0.2945 -0.111376 7.34
021520 2.065e-05 6.4305 0.2945 -0.111376 7.34
021521 2.065e-05 6.4305 0.2945 -0.111376 7.34
021522 2.065e-05 6.4305 0.2945 -0.111376 7.34
021523 2.065e-05 6.4305 0.2945 -0.111376 7.34
021524 2.065e-05 6.4305 0.2945 -0.111376 7.34
021601 2.065e-05 6.1445 0.29535 -0.11365835 7.34
021602 2.065e-05 6.1445 0.29535 -0.11365835 7.34
021603 2.065e-05 6.1445 0.29535 -0.11365835 7.34
021604 2.065e-05 6.1445 0.29535 -0.11365835 7.34
021605 2.065e-05 6.1445 0.29535 -0.11365835 7.34
021606 2.065e-05 6.1445 0.29535 -0.11365835 7.34
021607 2.065e-05 6.1445 0.29535 -0.11365835 7.34
021608 2.065e-05 6.1445 0.29535 -0.11365835 7.34
021609 2.065e-05 6.1445 0.29535 -0.11365835 7.34
021610 2.065e-05 6.1445 0.29535 -0.11365835 7.34
021611 2.065e-05 6.1445 0.29535 -0.11365835 7.34
021612 2.065e-05 6.1445 0.29535 -0.11365835 7.34
021613 2.065e-05 6.1445 0.29535 -0.11365835 7.34
021614 2.065e-05 6.1445 0.29535 -0.11365835 7.34
021615 2.065e-05 6.1445 0.29535 -0.11365835 7.34
021616 2.065e-05 6.1445 0.29535 -0.11365835 7.34
021617 2.065e-05 6.1445 0.29535 -0.11365835 7.34
021618 2.065e-05 6.1445 0.29535 -0.11365835 7.34
021619 2.065e-05 6.1445 0.29535 -0.11365835 7.34
021620 2.065e-05 6.1445 0.29535 -0.11365835 7.34
021621 2.065e-05 6.1445 0.29535 -0.11365835 7.34
021622 2.065e-05 6.1445 0.29535 -0.11365835 7.34
021623 2.065e-05 6.1445 0.29535 -0.11365835 7.34
021624 2.065e-05 6.1445 0.29535 -0.11365835 7.34
021701 2.065e-05 6.7085 0.2996 -0.11490435 7.34
021702 2.065e-05 6.7085 0.2996 -0.11490435 7.34
021703 2.065e-05 6.7085 0.2996 -0.11490435 7.34
021704 2.065e-05 6.7085 0.2996 -0.11490435 7.34
021705 2.065e-05 6.7085 0.2996 -0.11490435 7.34
021706 2.065e-05 6.7085 0.2996 -0.11490435 7.34
021707 2.065e-05 6.7085 0.2996 -0.11490435 7.34
021708 2.065e-05 6.7085 0.2996 -0.11490435 7.34
021709 2.065e-05 6.7085 0.2996 -0.11490435 7.34
021710 2.065e-05 6.7085 0.2996 -0.11490435 7.34
021711 2.065e-05 6.7085 0.2996 -0.11490435 7.34
021712 2.065e-05 6.7085 0.2996 -0.11490435 7.34
021713 2.065e-05 6.7085 0.2996 -0.11490435 7.34
021714 2.065e-05 6.7085 0.2996 -0.11490435 7.34
021715 2.065e-05 6.7085 0.2996 -0.11490435 7.34
021716 2.065e-05 6.7085 0.2996 -0.11490435 7.34
021717 2.065e-05 6.7085 0.2996 -0.11490435 7.34
021718 2.065e-05 6.7085 0.2996 -0.11490435 7.34
021719 2.065e-05 6.7085 0.2996 -0.11490435 7.34
021720 2.065e-05 6.7085 0.2996 -0.11490435 7.34
021721 2.065e-05 6.7085 0.2996 -0.11490435 7.34
021722 2.065e-05 6.7085 0.2996 -0.11490435 7.34
021723 2.065e-05 6.7085 0.2996 -0.11490435 7.34
021724 2.065e-05 6.7085 0.2996 -0.11490435 7.34
021801 2.86e-05 7.4265 0.29615 -0.116393 7.34
021802 2.86e-05 7.4265 0.29615 -0.116393 7.34
021803 2.86e-05 7.4265 0.29615 -0.116393 7.34
021804 2.86e-05 7.4265 0.29615 -0.116393 7.34
021805 2.86e-05 7.4265 0.29615 -0.116393 7.34
021806 2.86e-05 7.4265 0.29615 -0.116393 7.34
021807 2.86e-05 7.4265 0.29615 -0.116393 7.34
021808 2.86e-05 7.4265 0.29615 -0.116393 7.34
021809 2.86e-05 7.4265 0.29615 -0.116393 7.34
021810 2.86e-05 7.4265 0.29615 -0.116393 7.34
021811 2.86e-05 7.4265 0.29615 -0.116393 7.34
021812 2.86e-05 7.4265 0.29615 -0.116393 7.34
021813 2.86e-05 7.4265 0.29615 -0.116393 7.34
021814 2.86e-05 7.4265 0.29615 -0.116393 7.34
021815 2.86e-05 7.4265 0.29615 -0.116393 7.34
021816 2.86e-05 7.4265 0.29615 -0.116393 7.34
021817 2.86e-05 7.4265 0.29615 -0.116393 7.34
021818 2.86e-05 7.4265 0.29615 -0.116393 7.34
021819 2.86e-05 7.4265 0.29615 -0.116393 7.34
021820 2.86e-05 7.4265 0.29615 -0.116393 7.34
021821 2.86e-05 7.4265 0.29615 -0.116393 7.34
021822 2.86e-05 7.4265 0.29615 -0.116393 7.34
021823 2.86e-05 7.4265 0.29615 -0.116393 7.34
021824 2.86e-05 7.4265 0.29615 -0.116393 7.34
021901 2.86e-05 8.443 0.29305 -0.12127405 7.34
021902 2.86e-05 8.443 0.29305 -0.12127405 7.34
021903 2.86e-05 8.443 0.29305 -0.12127405 7.34
021904 2.86e-05 8.443 0.29305 -0.12127405 7.34
021905 2.86e-05 8.443 0.29305 -0.12127405 7.34
021906 2.86e-05 8.443 0.29305 -0.12127405 7.34
021907 2.86e-05 8.443 0.29305 -0.12127405 7.34
021908 2.86e-05 8.443 0.29305 -0.12127405 7.34
021909 2.86e-05 8.443 0.29305 -0.12127405 7.34
021910 2.86e-05 8.443 0.29305 -0.12127405 7.34
021911 2.86e-05 8.443 0.29305 -0.12127405 7.34
021912 2.86e-05 8.443 0.29305 -0.12127405 7.34
021913 2.86e-05 8.443 0.29305 -0.12127405 7.34
021914 2.86e-05 8.443 0.29305 -0.12127405 7.34
021915 2.86e-05 8.443 0.29305 -0.12127405 7.34
021916 2.86e-05 8.443 0.29305 -0.12127405 7.34
021917 2.86e-05 8.443 0.29305 -0.12127405 7.34
021918 2.86e-05 8.443 0.29305 -0.12127405 7.34
021919 2.86e-05 8.443 0.29305 -0.12127405 7.34
021920 2.86e-05 8.443 0.29305 -0.12127405 7.34
021921 2.86e-05 8.443 0.29305 -0.12127405 7.34
021922 2.86e-05 8.443 0.29305 -0.12127405 7.34
021923 2.86e-05 8.443 0.29305 -0.12127405 7.34
021924 2.86e-05 8.443 0.29305 -0.12127405 7.34
022001 2.86e-05 8.6385 0.3009 -0.1048723 7.34
022002 2.86e-05 8.6385 0.3009 -0.1048723 7.34
022003 2.86e-05 8.6385 0.3009 -0.1048723 7.34
022004 2.86e-05 8.6385 0.3009 -0.1048723 7.34
022005 2.86e-05 8.6385 0.3009 -0.1048723 7.34
022006 2.86e-05 8.6385 0.3009 -0.1048723 7.34
022007 2.86e-05 8.6385 0.3009 -0.1048723 7.34
022008 2.86e-05 8.6385 0.3009 -0.1048723 7.34
022009 2.86e-05 8.6385 0.3009 -0.1048723 7.34
022010 2.86e-05 8.6385 0.3009 -0.1048723 7.34
022011 2.86e-05 8.6385 0.3009 -0.1048723 7.34
022012 2.86e-05 8.6385 0.3009 -0.1048723 7.34
022013 2.86e-05 8.6385 0.3009 -0.1048723 7.34
022014 2.86e-05 8.6385 0.3009 -0.1048723 7.34
022015 2.86e-05 8.6385 0.3009 -0.1048723 7.34
022016 2.86e-05 8.6385 0.3009 -0.1048723 7.34
022017 2.86e-05 8.6385 0.3009 -0.1048723 7.34
022018 2.86e-05 8.6385 0.3009 -0.1048723 7.34
022019 2.86e-05 8.6385 0.3009 -0.1048723 7.34
022020 2.86e-05 8.6385 0.3009 -0.1048723 7.34
022021 2.86e-05 8.6385 0.3009 -0.1048723 7.34
022022 2.86e-05 8.6385 0.3009 -0.1048723 7.34
022023 2.86e-05 8.6385 0.3009 -0.1048723 7.34
022024 2.86e-05 8.6385 0.3009 -0.1048723 7.34
022101 2.86e-05 7.768 0.3 -0.06571005 7.34
022102 2.86e-05 7.768 0.3 -0.06571005 7.34
022103 2.86e-05 7.768 0.3 -0.06571005 7.34
022104 2.86e-05 7.768 0.3 -0.06571005 7.34
022105 2.86e-05 7.768 0.3 -0.06571005 7.34
022106 2.86e-05 7.768 0.3 -0.06571005 7.34
022107 2.86e-05 7.768 0.3 -0.06571005 7.34
022108 2.86e-05 7.768 0.3 -0.06571005 7.34
022109 2.86e-05 7.768 0.3 -0.06571005 7.34
022110 2.86e-05 7.768 0.3 -0.06571005 7.34
022111 2.86e-05 7.768 0.3 -0.06571005 7.34
022112 2.86e-05 7.768 0.3 -0.06571005 7.34
022113 2.86e-05 7.768 0.3 -0.06571005 7.34
022114 2.86e-05 7.768 0.3 -0.06571005 7.34
022115 2.86e-05 7.768 0.3 -0.06571005 7.34
022116 2.86e-05 7.768 0.3 -0.06571005 7.34
022117 2.86e-05 7.768 0.3 -0.06571005 7.34
022118 2.86e-05 7.768 0.3 -0.06571005 7.34
022119 2.86e-05 7.768 0.3 -0.06571005 7.34
022120 2.86e-05 7.768 0.3 -0.06571005 7.34
022121 2.86e-05 7.768 0.3 -0.06571005 7.34
022122 2.86e-05 7.768 0.3 -0.06571005 7.34
022123 2.86e-05 7.768 0.3 -0.06571005 7.34
022124 2.86e-05 7.768 0.3 -0.06571005 7.34
022201 2.86e-05 7.493 0.3 -0.06214495 7.34
022202 2.86e-05 7.493 0.3 -0.06214495 7.34
022203 2.86e-05 7.493 0.3 -0.06214495 7.34
022204 2.86e-05 7.493 0.3 -0.06214495 7.34
022205 2.86e-05 7.493 0.3 -0.06214495 7.34
022206 2.86e-05 7.493 0.3 -0.06214495 7.34
022207 2.86e-05 7.493 0.3 -0.06214495 7.34
022208 2.86e-05 7.493 0.3 -0.06214495 7.34
022209 2.86e-05 7.493 0.3 -0.06214495 7.34
022210 2.86e-05 7.493 0.3 -0.06214495 7.34
022211 2.86e-05 7.493 0.3 -0.06214495 7.34
022212 2.86e-05 7.493 0.3 -0.06214495 7.34
022213 2.86e-05 7.493 0.3 -0.06214495 7.34
022214 2.86e-05 7.493 0.3 -0.06214495 7.34
022215 2.86e-05 7.493 0.3 -0.06214495 7.34
022216 2.86e-05 7.493 0.3 -0.06214495 7.34
022217 2.86e-05 7.493 0.3 -0.06214495 7.34
022218 2.86e-05 7.493 0.3 -0.06214495 7.34
022219 2.86e-05 7.493 0.3 -0.06214495 7.34
022220 2.86e-05 7.493 0.3 -0.06214495 7.34
022221 2.86e-05 7.493 0.3 -0.06214495 7.34
022222 2.86e-05 7.493 0.3 -0.06214495 7.34
022223 2.86e-05 7.493 0.3 -0.06214495 7.34
022224 2.86e-05 7.493 0.3 -0.06214495 7.34
022301 2.86e-05 7.7605 0.30005 -0.06231225 7.34
022302 2.86e-05 7.7605 0.30005 -0.06231225 7.34
022303 2.86e-05 7.7605 0.30005 -0.06231225 7.34
022304 2.86e-05 7.7605 0.30005 -0.06231225 7.34
022305 2.86e-05 7.7605 0.30005 -0.06231225 7.34
022306 2.86e-05 7.7605 0.30005 -0.06231225 7.34
022307 2.86e-05 7.7605 0.30005 -0.06231225 7.34
022308 2.86e-05 7.7605 0.30005 -0.06231225 7.34
022309 2.86e-05 7.7605 0.30005 -0.06231225 7.34
022310 2.86e-05 7.7605 0.30005 -0.06231225 7.34
022311 2.86e-05 7.7605 0.30005 -0.06231225 7.34
022312 2.86e-05 7.7605 0.30005 -0.06231225 7.34
022313 2.86e-05 7.7605 0.30005 -0.06231225 7.34
022314 2.86e-05 7.7605 0.30005 -0.06231225 7.34
022315 2.86e-05 7.7605 0.30005 -0.06231225 7.34
022316 2.86e-05 7.7605 0.30005 -0.06231225 7.34
022317 2.86e-05 7.7605 0.30005 -0.06231225 7.34
022318 2.86e-05 7.7605 0.30005 -0.06231225 7.34
022319 2.86e-05 7.7605 0.30005 -0.06231225 7.34
022320 2.86e-05 7.7605 0.30005 -0.06231225 7.34
022321 2.86e-05 7.7605 0.30005 -0.06231225 7.34
022322 2.86e-05 7.7605 0.30005 -0.06231225 7.34
022323 2.86e-05 7.7605 0.30005 -0.06231225 7.34
022324 2.86e-05 7.7605 0.30005 -0.06231225 7.34
022401 2.86e-05 7.946 0.30155 -0.0577349 7.34
022402 2.86e-05 7.946 0.30155 -0.0577349 7.34
022403 2.86e-05 7.946 0.30155 -0.0577349 7.34
022404 2.86e-05 7.946 0.30155 -0.0577349 7.34
022405 2.86e-05 7.946 0.30155 -0.0577349 7.34
022406 2.86e-05 7.946 0.30155 -0.0577349 7.34
022407 2.86e-05 7.946 0.30155 -0.0577349 7.34
022408 2.86e-05 7.946 0.30155 -0.0577349 7.34
022409 2.86e-05 7.946 0.30155 -0.0577349 7.34
022410 2.86e-05 7.946 0.30155 -0.0577349 7.34
022411 2.86e-05 7.946 0.30155 -0.0577349 7.34
022412 2.86e-05 7.946 0.30155 -0.0577349 7.34
022413 2.86e-05 7.946 0.30155 -0.0577349 7.34
022414 2.86e-05 7.946 0.30155 -0.0577349 7.34
022415 2.86e-05 7.946 0.30155 -0.0577349 7.34
022416 2.86e-05 7.946 0.30155 -0.0577349 7.34
022417 2.86e-05 7.946 0.30155 -0.0577349 7.34
022418 2.86e-05 7.946 0.30155 -0.0577349 7.34
022419 2.86e-05 7.946 0.30155 -0.0577349 7.34
022420 2.86e-05 7.946 0.30155 -0.0577349 7.34
022421 2.86e-05 7.946 0.30155 -0.0577349 7.34
022422 2.86e-05 7.946 0.30155 -0.0577349 7.34
022423 2.86e-05 7.946 0.30155 -0.0577349 7.34
022424 2.86e-05 7.946 0.30155 -0.0577349 7.34
022501 2.86e-05 7.437 0.2999 -0.06377065 7.34
022502 2.86e-05 7.437 0.2999 -0.06377065 7.34
022503 2.86e-05 7.437 0.2999 -0.06377065 7.34
022504 2.86e-05 7.437 0.2999 -0.06377065 7.34
022505 2.86e-05 7.437 0.2999 -0.06377065 7.34
022506 2.86e-05 7.437 0.2999 -0.06377065 7.34
022507 2.86e-05 7.437 0.2999 -0.06377065 7.34
022508 2.86e-05 7.437 0.2999 -0.06377065 7.34
022509 2.86e-05 7.437 0.2999 -0.06377065 7.34
022510 2.86e-05 7.437 0.2999 -0.06377065 7.34
022511 2.86e-05 7.437 0.2999 -0.06377065 7.34
022512 2.86e-05 7.437 0.2999 -0.06377065 7.34
022513 2.86e-05 7.437 0.2999 -0.06377065 7.34
022514 2.86e-05 7.437 0.2999 -0.06377065 7.34
022515 2.86e-05 7.437 0.2999 -0.06377065 7.34
022516 2.86e-05 7.437 0.2999 -0.06377065 7.34
022517 2.86e-05 7.437 0.2999 -0.06377065 7.34
022518 2.86e-05 7.437 0.2999 -0.06377065 7.34
022519 2.86e-05 7.437 0.2999 -0.06377065 7.34
022520 2.86e-05 7.437 0.2999 -0.06377065 7.34
022521 2.86e-05 7.437 0.2999 -0.06377065 7.34
022522 2.86e-05 7.437 0.2999 -0.06377065 7.34
022523 2.86e-05 7.437 0.2999 -0.06377065 7.34
022524 2.86e-05 7.437 0.2999 -0.06377065 7.34
022601 3.31e-05 7.075 0.2996 -0.06491725 7.34
022602 3.31e-05 7.075 0.2996 -0.06491725 7.34
022603 3.31e-05 7.075 0.2996 -0.06491725 7.34
022604 3.31e-05 7.075 0.2996 -0.06491725 7.34
022605 3.31e-05 7.075 0.2996 -0.06491725 7.34
022606 3.31e-05 7.075 0.2996 -0.06491725 7.34
022607 3.31e-05 7.075 0.2996 -0.06491725 7.34
022608 3.31e-05 7.075 0.2996 -0.06491725 7.34
022609 3.31e-05 7.075 0.2996 -0.06491725 7.34
022610 3.31e-05 7.075 0.2996 -0.06491725 7.34
022611 3.31e-05 7.075 0.2996 -0.06491725 7.34
022612 3.31e-05 7.075 0.2996 -0.06491725 7.34
022613 3.31e-05 7.075 0.2996 -0.06491725 7.34
022614 3.31e-05 7.075 0.2996 -0.06491725 7.34
022615 3.31e-05 7.075 0.2996 -0.06491725 7.34
022616 3.31e-05 7.075 0.2996 -0.06491725 7.34
022617 3.31e-05 7.075 0.2996 -0.06491725 7.34
022618 3.31e-05 7.075 0.2996 -0.06491725 7.34
022619 3.31e-05 7.075 0.2996 -0.06491725 7.34
022620 3.31e-05 7.075 0.2996 -0.06491725 7.34
022621 3.31e-05 7.075 0.2996 -0.06491725 7.34
022622 3.31e-05 7.075 0.2996 -0.06491725 7.34
022623 3.31e-05 7.075 0.2996 -0.06491725 7.34
022624 3.31e-05 7.075 0.2996 -0.06491725 7.34
022701 3.31e-05 7.2825 0.2998 -0.0651781 7.34
022702 3.31e-05 7.2825 0.2998 -0.0651781 7.34
022703 3.31e-05 7.2825 0.2998 -0.0651781 7.34
022704 3.31e-05 7.2825 0.2998 -0.0651781 7.34
022705 3.31e-05 7.2825 0.2998 -0.0651781 7.34
022706 3.31e-05 7.2825 0.2998 -0.0651781 7.34
022707 3.31e-05 7.2825 0.2998 -0.0651781 7.34
022708 3.31e-05 7.2825 0.2998 -0.0651781 7.34
022709 3.31e-05 7.2825 0.2998 -0.0651781 7.34
022710 3.31e-05 7.2825 0.2998 -0.0651781 7.34
022711 3.31e-05 7.2825 0.2998 -0.0651781 7.34
022712 3.31e-05 7.2825 0.2998 -0.0651781 7.34
022713 3.31e-05 7.2825 0.2998 -0.0651781 7.34
022714 3.31e-05 7.2825 0.2998 -0.0651781 7.34
022715 3.31e-05 7.2825 0.2998 -0.0651781 7.34
022716 3.31e-05 7.2825 0.2998 -0.0651781 7.34
022717 3.31e-05 7.2825 0.2998 -0.0651781 7.34
022718 3.31e-05 7.2825 0.2998 -0.0651781 7.34
022719 3.31e-05 7.2825 0.2998 -0.0651781 7.34
022720 3.31e-05 7.2825 0.2998 -0.0651781 7.34
022721 3.31e-05 7.2825 0.2998 -0.0651781 7.34
022722 3.31e-05 7.2825 0.2998 -0.0651781 7.34
022723 3.31e-05 7.2825 0.2998 -0.0651781 7.34
022724 3.31e-05 7.2825 0.2998 -0.0651781 7.34
022801 3.31e-05 7.8225 0.2979 -0.06687235 7.34
022802 3.31e-05 7.8225 0.2979 -0.06687235 7.34
022803 3.31e-05 7.8225 0.2979 -0.06687235 7.34
022804 3.31e-05 7.8225 0.2979 -0.06687235 7.34
022805 3.31e-05 7.8225 0.2979 -0.06687235 7.34
022806 3.31e-05 7.8225 0.2979 -0.06687235 7.34
022807 3.31e-05 7.8225 0.2979 -0.06687235 7.34
022808 3.31e-05 7.8225 0.2979 -0.06687235 7.34
022809 3.31e-05 7.8225 0.2979 -0.06687235 7.34
022810 3.31e-05 7.8225 0.2979 -0.06687235 7.34
022811 3.31e-05 7.8225 0.2979 -0.06687235 7.34
022812 3.31e-05 7.8225 0.2979 -0.06687235 7.34
022813 3.31e-05 7.8225 0.2979 -0.06687235 7.34
022814 3.31e-05 7.8225 0.2979 -0.06687235 7.34
022815 3.31e-05 7.8225 0.2979 -0.06687235 7.34
022816 3.31e-05 7.8225 0.2979 -0.06687235 7.34
022817 3.31e-05 7.8225 0.2979 -0.06687235 7.34
022818 3.31e-05 7.8225 0.2979 -0.06687235 7.34
022819 3.31e-05 7.8225 0.2979 -0.06687235 7.34
022820 3.31e-05 7.8225 0.2979 -0.06687235 7.34
022821 3.31e-05 7.8225 0.2979 -0.06687235 7.34
022822 3.31e-05 7.8225 0.2979 -0.06687235 7.34
022823 3.31e-05 7.8225 0.2979 -0.06687235 7.34
022824 3.31e-05 7.8225 0.2979 -0.06687235 7.34
022901 5.84e-05 10.55 0.3048 -0.05283 7.34
022902 5.84e-05 10.55 0.3048 -0.05283 7.34
022903 5.84e-05 10.55 0.3048 -0.05283 7.34
022904 5.84e-05 10.55 0.3048 -0.05283 7.34
022905 5.84e-05 10.55 0.3048 -0.05283 7.34
022906 5.84e-05 10.55 0.3048 -0.05283 7.34
022907 5.84e-05 10.55 0.3048 -0.05283 7.34
022908 5.84e-05 10.55 0.3048 -0.05283 7.34
022909 5.84e-05 10.55 0.3048 -0.05283 7.34
022910 5.84e-05 10.55 0.3048 -0.05283 7.34
022911 5.84e-05 10.55 0.3048 -0.05283 7.34
022912 5.84e-05 10.55 0.3048 -0.05283 7.34
022913 5.84e-05 10.55 0.3048 -0.05283 7.34
022914 5.84e-05 10.55 0.3048 -0.05283 7.34
022915 5.84e-05 10.55 0.3048 -0.05283 7.34
022916 5.84e-05 10.55 0.3048 -0.05283 7.34
022917 5.84e-05 10.55 0.3048 -0.05283 7.34
022918 5.84e-05 10.55 0.3048 -0.05283 7.34
022919 5.84e-05 10.55 0.3048 -0.05283 7.34
022920 5.84e-05 10.55 0.3048 -0.05283 7.34
022921 5.84e-05 10.55 0.3048 -0.05283 7.34
022922 5.84e-05 10.55 0.3048 -0.05283 7.34
022923 5.84e-05 10.55 0.3048 -0.05283 7.34
022924 5.84e-05 10.55 0.3048 -0.05283 7.34
030101 3.31e-05 7.9655 0.29875 -0.0666375 7.34
030102 3.31e-05 7.9655 0.29875 -0.0666375 7.34
030103 3.31e-05 7.9655 0.29875 -0.0666375 7.34
030104 3.31e-05 7.9655 0.29875 -0.0666375 7.34
030105 3.31e-05 7.9655 0.29875 -0.0666375 7.34
030106 3.31e-05 7.9655 0.29875 -0.0666375 7.34
030107 3.31e-05 7.9655 0.29875 -0.0666375 7.34
030108 3.31e-05 7.9655 0.29875 -0.0666375 7.34
030109 3.31e-05 7.9655 0.29875 -0.0666375 7.34
030110 3.31e-05 7.9655 0.29875 -0.0666375 7.34
030111 3.31e-05 7.9655 0.29875 -0.0666375 7.34
030112 3.31e-05 7.9655 0.29875 -0.0666375 7.34
030113 3.31e-05 7.9655 0.29875 -0.0666375 7.34
030114 3.31e-05 7.9655 0.29875 -0.0666375 7.34
030115 3.31e-05 7.9655 0.29875 -0.0666375 7.34
030116 3.31e-05 7.9655 0.29875 -0.0666375 7.34
030117 3.31e-05 7.9655 0.29875 -0.0666375 7.34
030118 3.31e-05 7.9655 0.29875 -0.0666375 7.34
030119 3.31e-05 7.9655 0.29875 -0.0666375 7.34
030120 3.31e-05 7.9655 0.29875 -0.0666375 7.34
030121 3.31e-05 7.9655 0.29875 -0.0666375 7.34
030122 3.31e-05 7.9655 0.29875 -0.0666375 7.34
030123 3.31e-05 7.9655 0.29875 -0.0666375 7.34
030124 3.31e-05 7.9655 0.29875 -0.0666375 7.34
030201 3.31e-05 7.477 0.2984 -0.06854495 7.34
030202 3.31e-05 7.477 0.2984 -0.06854495 7.34
030203 3.31e-05 7.477 0.2984 -0.06854495 7.34
030204 3.31e-05 7.477 0.2984 -0.06854495 7.34
030205 3.31e-05 7.477 0.2984 -0.06854495 7.34
030206 3.31e-05 7.477 0.2984 -0.06854495 7.34
030207 3.31e-05 7.477 0.2984 -0.06854495 7.34
030208 3.31e-05 7.477 0.2984 -0.06854495 7.34
030209 3.31e-05 7.477 0.2984 -0.06854495 7.34
030210 3.31e-05 7.477 0.2984 -0.06854495 7.34
030211 3.31e-05 7.477 0.2984 -0.06854495 7.34
030212 3.31e-05 7.477 0.2984 -0.06854495 7.34
030213 3.31e-05 7.477 0.2984 -0.06854495 7.34
030214 3.31e-05 7.477 0.2984 -0.06854495 7.34
030215 3.31e-05 7.477 0.2984 -0.06854495 7.34
030216 3.31e-05 7.477 0.2984 -0.06854495 7.34
030217 3.31e-05 7.477 0.2984 -0.06854495 7.34
030218 3.31e-05 7.477 0.2984 -0.06854495 7.34
030219 3.31e-05 7.477 0.2984 -0.06854495 7.34
030220 3.31e-05 7.477 0.2984 -0.06854495 7.34
030221 3.31e-05 7.477 0.2984 -0.06854495 7.34
030222 3.31e-05 7.477 0.2984 -0.06854495 7.34
030223 3.31e-05 7.477 0.2984 -0.06854495 7.34
030224 3.31e-05 7.477 0.2984 -0.06854495 7.34
030301 3.31e-05 7.502 0.2977 -0.06993295 7.34
030302 3.31e-05 7.502 0.2977 -0.06993295 7.34
030303 3.31e-05 7.502 0.2977 -0.06993295 7.34
030304 3.31e-05 7.502 0.2977 -0.06993295 7.34
030305 3.31e-05 7.502 0.2977 -0.06993295 7.34
030306 3.31e-05 7.502 0.2977 -0.06993295 7.34
030307 3.31e-05 7.502 0.2977 -0.06993295 7.34
030308 3.31e-05 7.502 0.2977 -0.06993295 7.34
030309 3.31e-05 7.502 0.2977 -0.06993295 7.34
030310 3.31e-05 7.502 0.2977 -0.06993295 7.34
030311 3.31e-05 7.502 0.2977 -0.06993295 7.34
030312 3.31e-05 7.502 0.2977 -0.06993295 7.34
030313 3.31e-05 7.502 0.2977 -0.06993295 7.34
030314 3.31e-05 7.502 0.2977 -0.06993295 7.34
030315 3.31e-05 7.502 0.2977 -0.06993295 7.34
030316 3.31e-05 7.502 0.2977 -0.06993295 7.34
030317 3.31e-05 7.502 0.2977 -0.06993295 7.34
030318 3.31e-05 7.502 0.2977 -0.06993295 7.34
030319 3.31e-05 7.502 0.2977 -0.06993295 7.34
030320 3.31e-05 7.502 0.2977 -0.06993295 7.34
030321 3.31e-05 7.502 0.2977 -0.06993295 7.34
030322 3.31e-05 7.502 0.2977 -0.06993295 7.34
030323 3.31e-05 7.502 0.2977 -0.06993295 7.34
030324 3.31e-05 7.502 0.2977 -0.06993295 7.34
030401 3.31e-05 8.006 0.2985 -0.07095235 7.34
030402 3.31e-05 8.006 0.2985 -0.07095235 7.34
030403 3.31e-05 8.006 0.2985 -0.07095235 7.34
030404 3.31e-05 8.006 0.2985 -0.07095235 7.34
030405 3.31e-05 8.006 0.2985 -0.07095235 7.34
030406 3.31e-05 8.006 0.2985 -0.07095235 7.34
030407 3.31e-05 8.006 0.2985 -0.07095235 7.34
030408 3.31e-05 8.006 0.2985 -0.07095235 7.34
030409 3.31e-05 8.006 0.2985 -0.07095235 7.34
030410 3.31e-05 8.006 0.2985 -0.07095235 7.34
030411 3.31e-05 8.006 0.2985 -0.07095235 7.34
030412 3.31e-05 8.006 0.2985 -0.07095235 7.34
030413 3.31e-05 8.006 0.2985 -0.07095235 7.34
030414 3.31e-05 8.006 0.2985 -0.07095235 7.34
030415 3.31e-05 8.006 0.2985 -0.07095235 7.34
030416 3.31e-05 8.006 0.2985 -0.07095235 7.34
030417 3.31e-05 8.006 0.2985 -0.07095235 7.34
030418 3.31e-05 8.006 0.2985 -0.07095235 7.34
030419 3.31e-05 8.006 0.2985 -0.07095235 7.34
030420 3.31e-05 8.006 0.2985 -0.07095235 7.34
030421 3.31e-05 8.006 0.2985 -0.07095235 7.34
